method,tone_count,selection_rank,candidate_index,frequency_ghz,dew_point_sensitivity_db_per_c,reference_background_db,equal_power_snr_db
d_optimal_default,32,6,267,237.65166340508804,0.035421649914310294,0.5123615976912265,28.584721192464528
d_optimal_default,32,7,15,69.98043052837573,0.0068810218234718334,3.1202581174598807,15.357539704145353
d_optimal_default,32,8,458,364.7358121330724,1.5220950165183993,22.060746085581805,10.757087681496017
d_optimal_default,32,9,447,357.41682974559683,0.7361118913237057,10.524361943023441,22.117403645747785
d_optimal_default,32,10,511,400.0,0.9129156909543816,12.993995552116077,20.625469896265088
d_optimal_default,32,11,429,345.44031311154595,0.39834343686028184,5.680949023293882,26.66477697133685
d_optimal_default,32,12,179,179.09980430528375,1.5347222972387868,21.852361239371458,4.787806608735153
d_optimal_default,32,13,505,396.0078277886497,1.4138694025782002,20.12175799529603,13.41058303856218
d_optimal_default,32,14,14,69.31506849315069,0.006780776305416403,3.7581151220657976,14.636703634142961
d_optimal_default,32,15,420,339.4520547945205,0.4112381278426511,5.860113101986775,26.33372135822691
d_optimal_default,32,16,269,238.98238747553816,0.03534172696651128,0.5110955080607922,28.63448802359933
d_optimal_default,32,17,457,364.07045009784736,1.4044642460789944,20.282231520638522,12.519742715278696
d_optimal_default,32,18,448,358.0821917808219,0.7767065845646144,11.1084222213105,21.549497862992766
d_optimal_default,32,19,434,348.7671232876712,0.44010523009496616,6.279241905917801,26.149734499847696
d_optimal_default,32,20,16,70.64579256360078,0.006965760825477396,2.6454362022068345,15.914555455033963
d_optimal_default,32,21,421,340.1174168297456,0.40239569094899785,5.734675066439662,26.476167994940923
d_optimal_default,32,22,503,394.6771037181996,1.675689751440757,23.8468638033258,9.656240469169617
d_optimal_default,32,23,364,302.1917808219178,0.13967480560946033,1.9923330546893498,29.19158552680686
d_optimal_default,32,24,192,187.7495107632094,1.3588893339457826,19.34753562430674,7.702306277418472
d_optimal_default,32,25,446,356.7514677103718,0.6991072995737824,9.992449953225135,22.633131039002052
d_optimal_default,32,26,431,346.77103718199606,0.4113239964978135,5.867056191672143,26.512065778476128
d_optimal_default,32,27,459,365.4011741682974,1.6555945960844838,24.129146820431362,8.704517572722168
d_optimal_default,32,28,268,238.3170254403131,0.03537340194544436,0.5116102035555076,28.609756809942255
d_optimal_default,32,29,17,71.31115459882584,0.007045482395554359,2.279964951281751,16.36145003386511
d_optimal_default,32,30,419,338.7866927592955,0.42276805513590965,6.023802540213069,26.152989947444098
d_optimal_default,32,31,428,344.7749510763209,0.39372522183033,5.6146167559778535,26.714362976153737
d_optimal_default,32,32,506,396.67318982387474,1.3053586212560617,18.57786691248118,14.969055680506628
d_optimal_strict,32,1,430,346.10567514677103,0.40421584459465265,5.765180537455518,26.59725949525442
d_optimal_strict,32,2,449,358.74755381604695,0.8213159149749885,11.75096799708221,20.923076593500397
d_optimal_strict,32,3,504,395.3424657534246,1.5364652817274518,21.866029464067196,11.65170549049509
d_optimal_strict,32,4,392,320.82191780821915,1.91242329852129,27.20923845062086,4.494307783518792
d_optimal_strict,32,5,87,117.88649706457926,0.01294944215561955,15.447512400129645,7.560034482850867
d_optimal_strict,32,6,420,339.4520547945205,0.4112381278426511,5.860113101986775,26.33372135822691
d_optimal_strict,32,7,267,237.65166340508804,0.035421649914310294,0.5123615976912265,28.584721192464528
d_optimal_strict,32,8,22,74.63796477495107,0.00742245956145382,1.277264071078113,17.760197322249283
d_optimal_strict,32,9,458,364.7358121330724,1.5220950165183993,22.060746085581805,10.757087681496017
d_optimal_strict,32,10,447,357.41682974559683,0.7361118913237057,10.524361943023441,22.117403645747785
d_optimal_strict,32,11,511,400.0,0.9129156909543816,12.993995552116077,20.625469896265088
d_optimal_strict,32,12,89,119.21722113502935,0.013018951331673634,23.08757950472777,0.017466007679999507
d_optimal_strict,32,13,429,345.44031311154595,0.39834343686028184,5.680949023293882,26.66477697133685
d_optimal_strict,32,14,179,179.09980430528375,1.5347222972387868,21.852361239371458,4.787806608735153
d_optimal_strict,32,15,505,396.0078277886497,1.4138694025782002,20.12175799529603,13.41058303856218
d_optimal_strict,32,16,30,79.96086105675147,0.007993933464521374,0.7034237668393052,18.932391098216897
d_optimal_strict,32,17,365,302.85714285714283,0.14534009375375234,2.0729231415797758,29.13009889853201
d_optimal_strict,32,18,434,348.7671232876712,0.44010523009496616,6.279241905917801,26.149734499847696
d_optimal_strict,32,19,448,358.0821917808219,0.7767065845646144,11.1084222213105,21.549497862992766
d_optimal_strict,32,20,419,338.7866927592955,0.42276805513590965,6.023802540213069,26.152989947444098
d_optimal_strict,32,21,269,238.98238747553816,0.03534172696651128,0.5110955080607922,28.63448802359933
d_optimal_strict,32,22,457,364.07045009784736,1.4044642460789944,20.282231520638522,12.519742715278696
d_optimal_strict,32,23,28,78.63013698630137,0.007851376331232895,0.7951724448822873,18.694873822489953
d_optimal_strict,32,24,503,394.6771037181996,1.675689751440757,23.8468638033258,9.656240469169617
d_optimal_strict,32,25,90,119.8825831702544,0.014202931116514605,11.91042953576531,11.242957932773407
d_optimal_strict,32,26,192,187.7495107632094,1.3588893339457826,19.34753562430674,7.702306277418472
d_optimal_strict,32,27,446,356.7514677103718,0.6991072995737824,9.992449953225135,22.633131039002052
d_optimal_strict,32,28,431,346.77103718199606,0.4113239964978135,5.867056191672143,26.512065778476128
d_optimal_strict,32,29,421,340.1174168297456,0.40239569094899785,5.734675066439662,26.476167994940923
d_optimal_strict,32,30,459,365.4011741682974,1.6555945960844838,24.129146820431362,8.704517572722168
d_optimal_strict,32,31,268,238.3170254403131,0.03537340194544436,0.5116102035555076,28.609756809942255
d_optimal_strict,32,32,9,65.98825831702544,0.003954704049171198,16.828191324771048,1.1394076134106967
uniform,64,1,0,60.0,-0.0061287743609170775,93.59014201343746,-79.45915134058248
uniform,64,2,8,65.3228962818004,0.002280150161247718,25.84439007182529,-10.975115762472896
uniform,64,3,16,70.64579256360078,0.006965760825477396,2.6454362022068345,12.90425549839415
uniform,64,4,24,75.96868884540118,0.007566826242219715,1.0683087719384152,15.112349511596292
uniform,64,5,32,81.29158512720156,0.008137944880298509,0.6309574810564937,16.137920025412953
uniform,64,6,41,87.279843444227,0.00882203888652544,0.4435889212581235,16.942655915472514
uniform,64,7,49,92.6027397260274,0.009514963401600296,0.3758875837030831,17.52455479790258
uniform,64,8,57,97.92563600782779,0.010315461846996055,0.3587974544836042,18.027096228431873
uniform,64,9,65,103.24853228962817,0.011174491996292502,0.3920736219822475,18.453569777992172
uniform,64,10,73,108.57142857142857,0.012218521697859419,0.5457710811485463,18.73650562936423
uniform,64,11,81,113.89432485322897,0.013384525810796966,1.4603410331655202,18.23766632232008
uniform,64,12,89,119.21722113502935,0.013018951331673634,23.08757950472777,-2.992833948959813
uniform,64,13,97,124.54011741682974,0.017004786099375835,1.1496890845927048,19.32446199738601
uniform,64,14,105,129.86301369863014,0.01948620495846609,0.5586576578930934,20.279017551641203
uniform,64,15,114,135.85127201565558,0.02322933463432053,0.4670378989930917,20.762201950202595
uniform,64,16,122,141.17416829745596,0.027867704645612834,0.48582749322226637,21.07724292891247
uniform,64,17,130,146.49706457925635,0.03450879436480592,0.5560025060447905,21.328541612011094
uniform,64,18,138,151.81996086105676,0.04460590404983655,0.6851011669973007,21.509442000771287
uniform,64,19,146,157.14285714285714,0.061181511983664505,0.9112945903381537,21.58256397772331
uniform,64,20,154,162.46575342465752,0.09148781394214289,1.3356121815168391,21.447590061821018
uniform,64,21,162,167.78864970645793,0.1566286020468617,2.257172492070013,20.806044753910115
uniform,64,22,170,173.1115459882583,0.3403119507509267,4.866076258346395,18.46841010481313
uniform,64,23,178,178.4344422700587,1.2269386858051448,17.474683611761034,6.122855808045699
uniform,64,24,187,184.42270058708414,4.895878329794442,69.66013872101894,-45.77588550967056
uniform,64,25,195,189.74559686888452,0.751106600719325,10.701522484760892,13.429877314171193
uniform,64,26,203,195.06849315068493,0.2593660522676746,3.70515975369467,20.666548495095043
uniform,64,27,211,200.3913894324853,0.13384408155836125,1.9182657715339564,22.687281023750103
uniform,64,28,219,205.7142857142857,0.0853354154820658,1.2270380112813928,23.606216695520544
uniform,64,29,227,211.0371819960861,0.062176135914214115,0.8965538715952518,24.15859137471749
uniform,64,30,235,216.3600782778865,0.04969350489845037,0.7180745587034733,24.553433704386833
uniform,64,31,243,221.68297455968687,0.042594501569640286,0.6162879797354376,24.866324489666297
uniform,64,32,251,227.00587084148728,0.03853050709472061,0.5577689968671234,25.13093845015908
uniform,64,33,260,232.99412915851272,0.03641495269684447,0.526974558693387,25.387890668109137
uniform,64,34,268,238.3170254403131,0.03537340194544436,0.5116102035555076,25.599456853302442
uniform,64,35,276,243.63992172211348,0.03552512371523142,0.513280865198597,25.789653825924333
uniform,64,36,284,248.9628180039139,0.036497427558697115,0.5266782717971573,25.96397721550096
uniform,64,37,292,254.28571428571428,0.038211152626650646,0.5506708505148957,26.12373406055994
uniform,64,38,300,259.6086105675147,0.04072500970938919,0.5860893942153466,26.268258127519644
uniform,64,39,308,264.93150684931504,0.044045361978337416,0.6330211922285555,26.397616665484094
uniform,64,40,316,270.25440313111545,0.04840504301117288,0.69477597217305,26.508645261887395
uniform,64,41,324,275.57729941291586,0.05408148837738569,0.7752989550188785,26.59753550711369
uniform,64,42,333,281.56555772994125,0.06262548364324427,0.8966289895206216,26.662927255896648
uniform,64,43,341,286.88845401174166,0.07304466407864174,1.0446970222945655,26.67753004629546
uniform,64,44,349,292.21135029354207,0.08772543016421697,1.2534264419372718,26.62848084563592
uniform,64,45,357,297.5342465753424,0.10956071778022292,1.56397307317909,26.474731807930084
uniform,64,46,365,302.85714285714283,0.14534009375375234,2.0729231415797758,26.1197989418922
uniform,64,47,373,308.18003913894324,0.21336579328696637,3.040628053556882,25.303427731294775
uniform,64,48,381,313.5029354207436,0.37937854156715467,5.402228217008771,23.090569680443423
uniform,64,49,389,318.825831702544,1.0565497854713684,15.034847691600936,13.604187999166115
uniform,64,50,397,324.1487279843444,5.8608409750601425,83.3731845401287,-54.590332441034064
uniform,64,51,406,330.13698630136986,1.4009909416044835,19.935717180378745,9.006132133891626
uniform,64,52,414,335.4598825831702,0.5390502317977894,7.676549026515105,21.404228451300455
uniform,64,53,422,340.7827788649706,0.3958877864514321,5.642470119855881,23.575048345101777
uniform,64,54,430,346.10567514677103,0.40421584459465265,5.765180537455518,23.586959538614593
uniform,64,55,438,351.4285714285714,0.4972087451978666,7.096870696879591,22.387836310084978
uniform,64,56,446,356.7514677103718,0.6991072995737824,9.992449953225135,19.62283108236224
uniform,64,57,454,362.0743639921722,1.1251310125247898,16.155445085797336,13.588476109092852
uniform,64,58,462,367.39726027397256,2.1840255315582198,33.68949293078491,-3.8188089977003443
uniform,64,59,470,372.720156555773,5.975573980808207,85.33010753050773,-55.33448426813783
uniform,64,60,479,378.7084148727984,46.69862426606437,664.3189856962637,-634.1849209266993
uniform,64,61,487,384.0313111545988,16.965356443513315,241.34918512434484,-211.0938867578904
uniform,64,62,495,389.3542074363992,3.9931626688838833,56.81673052787301,-26.441867420147588
uniform,64,63,503,394.6771037181996,1.675689751440757,23.8468638033258,6.645940512529805
uniform,64,64,511,400.0,0.9129156909543816,12.993995552116077,17.615169939625275
d_optimal_default,64,1,430,346.10567514677103,0.40421584459465265,5.765180537455518,23.586959538614593
d_optimal_default,64,2,449,358.74755381604695,0.8213159149749885,11.75096799708221,17.912776636860585
d_optimal_default,64,3,504,395.3424657534246,1.5364652817274518,21.866029464067196,8.641405533855277
d_optimal_default,64,4,391,320.1565557729941,1.564605359042723,22.261703462820076,6.413510186373827
d_optimal_default,64,5,356,296.8688845401174,0.10626600561851962,1.5171107639628203,26.502148514259602
d_optimal_default,64,6,268,238.3170254403131,0.03537340194544436,0.5116102035555076,25.599456853302442
d_optimal_default,64,7,16,70.64579256360078,0.006965760825477396,2.6454362022068345,12.90425549839415
d_optimal_default,64,8,458,364.7358121330724,1.5220950165183993,22.060746085581805,7.746787724856205
d_optimal_default,64,9,447,357.41682974559683,0.7361118913237057,10.524361943023441,19.107103689107973
d_optimal_default,64,10,511,400.0,0.9129156909543816,12.993995552116077,17.615169939625275
d_optimal_default,64,11,429,345.44031311154595,0.39834343686028184,5.680949023293882,23.654477014697036
d_optimal_default,64,12,178,178.4344422700587,1.2269386858051448,17.474683611761034,6.122855808045699
d_optimal_default,64,13,505,396.0078277886497,1.4138694025782002,20.12175799529603,10.400283081922368
d_optimal_default,64,14,269,238.98238747553816,0.03534172696651128,0.5110955080607922,25.62418806695952
d_optimal_default,64,15,17,71.31115459882584,0.007045482395554359,2.279964951281751,13.351150077225299
d_optimal_default,64,16,420,339.4520547945205,0.4112381278426511,5.860113101986775,23.323421401587098
d_optimal_default,64,17,434,348.7671232876712,0.44010523009496616,6.279241905917801,23.139434543207884
d_optimal_default,64,18,448,358.0821917808219,0.7767065845646144,11.1084222213105,18.539197906352953
d_optimal_default,64,19,457,364.07045009784736,1.4044642460789944,20.282231520638522,9.509442758638883
d_optimal_default,64,20,365,302.85714285714283,0.14534009375375234,2.0729231415797758,26.1197989418922
d_optimal_default,64,21,15,69.98043052837573,0.0068810218234718334,3.1202581174598807,12.34723974750554
d_optimal_default,64,22,419,338.7866927592955,0.42276805513590965,6.023802540213069,23.142689990804286
d_optimal_default,64,23,503,394.6771037181996,1.675689751440757,23.8468638033258,6.645940512529805
d_optimal_default,64,24,192,187.7495107632094,1.3588893339457826,19.34753562430674,4.69200632077866
d_optimal_default,64,25,431,346.77103718199606,0.4113239964978135,5.867056191672143,23.501765821836315
d_optimal_default,64,26,446,356.7514677103718,0.6991072995737824,9.992449953225135,19.62283108236224
d_optimal_default,64,27,267,237.65166340508804,0.035421649914310294,0.5123615976912265,25.574421235824715
d_optimal_default,64,28,18,71.97651663405088,0.007123202570057163,1.9913272526566395,13.720454907872366
d_optimal_default,64,29,459,365.4011741682974,1.6555945960844838,24.129146820431362,5.694217616082355
d_optimal_default,64,30,428,344.7749510763209,0.39372522183033,5.6146167559778535,23.704063019513924
d_optimal_default,64,31,421,340.1174168297456,0.40239569094899785,5.734675066439662,23.46586803830111
d_optimal_default,64,32,506,396.67318982387474,1.3053586212560617,18.57786691248118,11.958755723866815
d_optimal_default,64,33,270,239.6477495107632,0.035325649184111185,0.5108036162125321,25.648629148269606
d_optimal_default,64,34,433,348.1017612524462,0.4292502474467188,6.12381383956962,23.278276238456158
d_optimal_default,64,35,450,359.412915851272,0.8704336874847947,12.459431845946312,17.220407416161095
d_optimal_default,64,36,19,72.64187866927593,0.007199635746404809,1.758729248061462,14.032977765362858
d_optimal_default,64,37,366,303.5225048923679,0.15146601065761356,2.1600664865296118,26.05171713223035
d_optimal_default,64,38,179,179.09980430528375,1.5347222972387868,21.852361239371458,1.7775066520953402
d_optimal_default,64,39,510,399.3346379647749,0.9757791206755471,13.888471675940519,16.70623363287463
d_optimal_default,64,40,422,340.7827788649706,0.3958877864514321,5.642470119855881,23.575048345101777
d_optimal_default,64,41,14,69.31506849315069,0.006780776305416403,3.7581151220657976,11.626403677503149
d_optimal_default,64,42,266,236.986301369863,0.03548783575411174,0.5133691203917845,25.549061404957087
d_optimal_default,64,43,460,366.0665362035225,1.8078705908134438,26.588763386745836,3.250402875930078
d_optimal_default,64,44,445,356.08610567514677,0.6653267159778267,9.507256714285685,20.09180951136051
d_optimal_default,64,45,432,347.4363992172211,0.41966495611245413,5.986542694109354,23.398929279263996
d_optimal_default,64,46,193,188.41487279843443,1.0969585178586172,15.621502830815139,8.44876646373254
d_optimal_default,64,47,328,278.23874755381604,0.05754675907538731,0.8244940393077033,26.631823821024526
d_optimal_default,64,48,364,302.1917808219178,0.13967480560946033,1.9923330546893498,26.18128557016705
d_optimal_default,64,49,20,73.30724070450097,0.007274931238608229,1.5682207662039165,14.302682357068278
d_optimal_default,64,50,418,338.12133072407045,0.4374255906018032,6.232001730514628,22.91741532534776
d_optimal_default,64,51,502,394.01174168297456,1.8346929967672452,26.109073685039224,4.36907526295596
d_optimal_default,64,52,456,363.40508806262227,1.3003332104916652,18.73126160403156,11.044524133251869
d_optimal_default,64,53,21,73.97260273972603,0.007349167950379876,1.410067509413472,14.539316149818859
d_optimal_default,64,54,507,397.33855185909977,1.2088592497629875,17.20485673045873,13.346323027041691
d_optimal_default,64,55,367,304.18786692759295,0.15810853045535023,2.254559319286882,25.976244095035455
d_optimal_default,64,56,435,349.43248532289624,0.45226884693014924,6.453394420215103,22.981836787422424
d_optimal_default,64,57,427,344.1095890410959,0.39039671877186954,5.566682640935976,23.735218523140162
d_optimal_default,64,58,177,177.76908023483367,0.9982715970217448,14.222394707270329,9.342695466171463
d_optimal_default,64,59,265,236.32093933463796,0.035573959313167425,0.514661233995803,25.523348515513234
d_optimal_default,64,60,451,360.07827788649706,0.9246362970741906,13.242583531230228,16.453320591448332
d_optimal_default,64,61,22,74.63796477495107,0.00742245956145382,1.277264071078113,14.74989736560947
d_optimal_default,64,62,423,341.44814090019565,0.39143370977670777,5.579507988076798,23.654952725823904
d_optimal_default,64,63,509,398.6692759295499,1.0453657385552653,14.878599241608908,15.70162177096175
d_optimal_default,64,64,283,248.29745596868884,0.03633877944624819,0.5244729506106308,25.942938111347758
d_optimal_strict,64,1,430,346.10567514677103,0.40421584459465265,5.765180537455518,23.586959538614593
d_optimal_strict,64,2,449,358.74755381604695,0.8213159149749885,11.75096799708221,17.912776636860585
d_optimal_strict,64,3,504,395.3424657534246,1.5364652817274518,21.866029464067196,8.641405533855277
d_optimal_strict,64,4,391,320.1565557729941,1.564605359042723,22.261703462820076,6.413510186373827
d_optimal_strict,64,5,87,117.88649706457926,0.01294944215561955,15.447512400129645,4.549734526211068
d_optimal_strict,64,6,356,296.8688845401174,0.10626600561851962,1.5171107639628203,26.502148514259602
d_optimal_strict,64,7,268,238.3170254403131,0.03537340194544436,0.5116102035555076,25.599456853302442
d_optimal_strict,64,8,29,79.29549902152641,0.007922525426308225,0.7465131715908017,15.806423224661899
d_optimal_strict,64,9,458,364.7358121330724,1.5220950165183993,22.060746085581805,7.746787724856205
d_optimal_strict,64,10,447,357.41682974559683,0.7361118913237057,10.524361943023441,19.107103689107973
d_optimal_strict,64,11,511,400.0,0.9129156909543816,12.993995552116077,17.615169939625275
d_optimal_strict,64,12,429,345.44031311154595,0.39834343686028184,5.680949023293882,23.654477014697036
d_optimal_strict,64,13,178,178.4344422700587,1.2269386858051448,17.474683611761034,6.122855808045699
d_optimal_strict,64,14,505,396.0078277886497,1.4138694025782002,20.12175799529603,10.400283081922368
d_optimal_strict,64,15,90,119.8825831702544,0.014202931116514605,11.91042953576531,8.232657976133595
d_optimal_strict,64,16,269,238.98238747553816,0.03534172696651128,0.5110955080607922,25.62418806695952
d_optimal_strict,64,17,420,339.4520547945205,0.4112381278426511,5.860113101986775,23.323421401587098
d_optimal_strict,64,18,34,82.62230919765166,0.008284160983137001,0.5729815765251602,16.336930665395414
d_optimal_strict,64,19,434,348.7671232876712,0.44010523009496616,6.279241905917801,23.139434543207884
d_optimal_strict,64,20,448,358.0821917808219,0.7767065845646144,11.1084222213105,18.539197906352953
d_optimal_strict,64,21,457,364.07045009784736,1.4044642460789944,20.282231520638522,9.509442758638883
d_optimal_strict,64,22,365,302.85714285714283,0.14534009375375234,2.0729231415797758,26.1197989418922
d_optimal_strict,64,23,192,187.7495107632094,1.3588893339457826,19.34753562430674,4.69200632077866
d_optimal_strict,64,24,89,119.21722113502935,0.013018951331673634,23.08757950472777,-2.992833948959813
d_optimal_strict,64,25,419,338.7866927592955,0.42276805513590965,6.023802540213069,23.142689990804286
d_optimal_strict,64,26,30,79.96086105675147,0.007993933464521374,0.7034237668393052,15.922091141577084
d_optimal_strict,64,27,503,394.6771037181996,1.675689751440757,23.8468638033258,6.645940512529805
d_optimal_strict,64,28,431,346.77103718199606,0.4113239964978135,5.867056191672143,23.501765821836315
d_optimal_strict,64,29,446,356.7514677103718,0.6991072995737824,9.992449953225135,19.62283108236224
