band,nuisance_policy,elapsed_s,residual_std_db,pilots,sensing_tones,within_ideal_pass_above_45deg,target,bias_bound_db,standard_error_ug_m3,critical_level_ug_m3,detection_limit_ug_m3,detection_limit_ppm,interpretation,family_alpha,family_size,required_power
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PM2.5,0.0,1060414460.3023243,3112527960.6579566,4856754531.758022,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PMcoarse,0.0,1301440882.4254637,3819988586.856638,5960668342.577086,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PM10,0.0,241026638.1122776,707461260.1698849,1103914800.0607846,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,H2CO,0.0001,122.77895021445882,361.6147058261391,564.8021037683337,0.4447695246606417,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,CH3OH,0.0001,286.6574101594964,844.5151315372729,1319.1430658210497,0.9734384115920753,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,CH3CN,0.0001,28.259661368626762,83.29435845660727,130.12398037227442,0.07494603072816261,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PM2.5,0.0001,1060414460.3023243,3126136396.2275677,4883971402.897244,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PMcoarse,0.0001,1301440882.4254637,3836689106.9079127,5994069382.679636,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PM10,0.0001,241026638.1122776,710553402.1574833,1110099084.0359814,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,H2CO,0.001,122.77895021445882,372.7206731439696,587.0140384039947,0.462260946069632,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,CH3OH,0.001,286.6574101594964,872.5812129509949,1375.2752286484938,1.0148601533558965,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,CH3CN,0.001,28.259661368626762,86.41389721015655,136.36305787937297,0.07853948132216262,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PM2.5,0.001,1060414460.3023243,3248612316.3540688,5128923243.150246,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PMcoarse,0.001,1301440882.4254637,3986993787.3693857,6294678743.602582,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,0.1,0.001,300,170,True,PM10,0.001,241026638.1122776,738382680.0458696,1165757639.812754,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,H2CO,0.0,12.272818464169971,36.0231702375292,56.21016020123617,0.04426429375351065,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,CH3OH,0.0,28.65471782430499,84.10731253842533,131.24012908100437,0.09684634373621649,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,CH3CN,0.0,2.8255555867735245,8.293569257551002,12.94119461260843,0.007453592845230387,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PM2.5,0.0,105986821.7884151,311092463.02022624,485425271.2479601,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PMcoarse,0.0,130077069.29713252,381802144.71268106,595759883.9292874,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PM10,0.0,24090269.088700525,70709745.0340098,110334711.51879579,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,H2CO,0.0001,12.272818464169971,37.25730767305946,58.678435072296686,0.04620800719545578,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,CH3OH,0.0001,28.65471782430499,87.22661941737262,137.47874283889894,0.10145001897385382,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,CH3CN,0.0001,2.8255555867735245,8.640200504558361,13.634457106623147,0.007852883368241319,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PM2.5,0.0001,105986821.7884151,324703871.126767,512648087.46104157,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PMcoarse,0.0001,130077069.29713252,398506384.433767,629168363.3714594,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PM10,0.0001,24090269.088700525,73802576.64855504,116520374.74788627,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,H2CO,0.001,12.272818464169971,48.36454459283178,80.89290891184133,0.06370142817296184,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,CH3OH,0.001,28.65471782430499,115.30038132789818,193.6262666599501,0.1428830961125898,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,CH3CN,0.001,2.8255555867735245,11.759881727624593,19.87381955275561,0.011446498075339708,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PM2.5,0.001,105986821.7884151,447206544.08563364,757653433.3787749,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PMcoarse,0.001,130077069.29713252,548844541.9235408,929844678.351007,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.0,30000,170,True,PM10,0.001,24090269.088700525,101638061.17946222,172191343.80970064,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,H2CO,0.0,12.756881035244362,37.443990439045,58.42719247845514,0.04601015904954439,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,CH3OH,0.0,29.70454703584983,87.1887706825525,136.0484026114207,0.1003945245736266,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,CH3CN,0.0,2.8651114171940444,8.409673509991894,13.12236241618359,0.007557938006935806,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PM2.5,0.0,111179074.04998961,326332759.10062164,509206062.29285336,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PMcoarse,0.0,136447501.46190017,400500633.81915843,624936801.4872313,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PM10,0.0,25268450.713090092,74167943.11214657,115730845.91501732,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,H2CO,0.0001,12.756881035244362,38.66588409910486,60.87097979857486,0.0479345890711209,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,CH3OH,0.0001,29.70454703584983,90.24595181735228,142.16276488102025,0.10490651061201202,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,CH3CN,0.0001,2.8651114171940444,8.75538226075993,13.813779917719662,0.00795616589058847,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PM2.5,0.0001,111179074.04998961,339707662.10848296,535955868.308576,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PMcoarse,0.0001,136447501.46190017,416914461.08878624,657764456.0264869,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PM10,0.0001,25268450.713090092,77206867.37391306,121808694.4385503,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,H2CO,0.001,12.756881035244362,49.662927039643584,82.8650656796523,0.06525445926530944,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,CH3OH,0.001,29.70454703584983,117.7605820305503,197.1920253074163,0.14551438495748079,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,CH3CN,0.001,2.8651114171940444,11.866761017672257,20.036537431544318,0.011540216843462469,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PM2.5,0.001,111179074.04998961,460081789.179235,776704122.4500799,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PMcoarse,0.001,136447501.46190017,564638906.5154366,953213346.8797877,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,10.0,0.001,30000,170,True,PM10,0.001,25268450.713090092,104557185.72981146,176509331.1503471,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,H2CO,0.0,0.9147618787130842,2.6850085805381547,4.189657974536314,0.0032992656602949056,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3OH,0.0,2.1357965643741825,6.268988941358436,9.782061666699803,0.007218500265550226,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3CN,0.0,0.2106044788743317,0.6181661545328878,0.964579695461557,0.0005555580092847111,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM2.5,0.0,7899791.274601773,23187463.15336896,36181463.483557284,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PMcoarse,0.0,9695372.308744684,28457851.65109236,44405319.95777592,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM10,0.0,1795582.6426198808,5270393.21892415,8223863.84112857,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,H2CO,0.0001,0.9147618787130842,3.9191460160683897,6.657932845596784,0.005242979102239988,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3OH,0.0001,2.1357965643741825,9.388295820304869,16.02067542459267,0.0118221755031863,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3CN,0.0001,0.2106044788743317,0.964797401540227,1.6578421894762354,0.0009548485322956202,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM2.5,0.0001,7899791.274601773,36798871.259914055,63404279.696647465,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PMcoarse,0.0001,9695372.308744684,45162091.37218367,77813799.39995854,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM10,0.0001,1795582.6426198808,8363224.8334703725,14409527.070221014,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,H2CO,0.001,0.9147618787130842,15.026382935840502,28.87240668514101,0.02273640007974573,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3OH,0.001,2.1357965643741825,37.46205773082277,72.16819924562847,0.05325525264191097,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,CH3CN,0.001,0.2106044788743317,4.08447862460628,7.897204635608341,0.004548463239393804,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM2.5,0.001,7899791.274601773,159301544.21881986,308409625.6144591,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PMcoarse,0.001,9695372.308744684,195500248.86200544,378490114.3796021,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.0,5400000,170,False,PM10,0.001,1795582.6426198808,36198709.36438637,70080496.13205302,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,H2CO,0.0,2.554646015700265,7.498395628425865,11.700414392927572,0.009213825007297529,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3OH,0.0,6.028457971555952,17.69472663619629,27.61065759563461,0.02037479888974628,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3CN,0.0,0.42938515978210884,1.2603310929316915,1.9666068303584305,0.0011326841948470074,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM2.5,0.0,28687302.75784724,84202955.81805159,131389369.8067516,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PMcoarse,0.0,35201158.48700036,103322421.6945362,161223174.9047723,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM10,0.0,6513860.211234198,19119479.032286584,29833825.626190037,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,H2CO,0.0001,2.554646015700265,9.048234793043216,14.800092722162276,0.011654755109888101,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3OH,0.0001,6.028457971555952,21.33541857597964,34.89204147520132,0.025747967988357972,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3CN,0.0001,0.42938515978210884,1.5871501135511952,2.620244871597438,0.001509152671938202,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM2.5,0.0001,28687302.75784724,96564468.42580414,156112395.02225667,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PMcoarse,0.0001,35201158.48700036,118493305.88415691,191564943.28401375,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM10,0.0001,6513860.211234198,21928850.614154756,35452568.78992638,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,H2CO,0.001,2.554646015700265,22.996787274599384,42.69719768527461,0.03362312603320328,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3OH,0.001,6.028457971555952,54.10164603402981,100.42449639130166,0.07410648987586323,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,CH3CN,0.001,0.42938515978210884,4.528521299126728,8.502987242748503,0.004897368965758955,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM2.5,0.001,28687302.75784724,207818081.895577,378619621.9618024,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PMcoarse,0.001,35201158.48700036,255031263.5907433,464640858.6971866,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,reference_calibration,1800.0,0.001,5400000,170,False,PM10,0.001,6513860.211234198,47213194.8509683,86021257.26355347,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,H2CO,0.0,131.05413157821783,384.67001740117234,600.2348810545794,0.47267207567074554,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3OH,0.0,289.35367704154123,849.3107591669601,1325.2552043204842,0.9779487566384004,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3CN,0.0,28.60438678140031,83.95958088802402,131.00961023213307,0.07545611689752857,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PM2.5,0.0,8409398040.830071,24683260662.933144,38515489530.871086,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PMcoarse,0.0,10323679600.679174,30302058880.66356,47283000715.32562,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PM10,0.0,1914281681.7970524,5618798575.671972,8767511742.982618,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,H2CO,0.0001,131.05413157821783,386.11497236178144,603.1247909757976,0.47494781765788846,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3OH,0.0001,289.35367704154123,852.4102111568212,1331.4541083002064,0.9825231287440348,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3CN,0.0001,28.60438678140031,84.30616026137363,131.7027689788323,0.07585534766637682,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PM2.5,0.0001,8409398040.830071,24798905224.516937,38746778654.03867,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PMcoarse,0.0001,10323679600.679174,30444028311.26936,47566939576.537224,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PM10,0.0001,1914281681.7970524,5645123444.693979,8820161481.026632,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,H2CO,0.001,131.05413157821783,399.1195670072631,629.1339802667609,0.49542949554217497,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3OH,0.001,289.35367704154123,880.3052790655707,1387.2442441177054,1.023692477694742,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,CH3CN,0.001,28.60438678140031,87.42537462152009,137.9411976991252,0.0794484245860108,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PM2.5,0.001,8409398040.830071,25839706278.771084,40828380762.54697,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
multiband_reference,weather_uncertainty,0.1,0.0,300,170,True,PMcoarse,0.001,10323679600.679174,31721753186.72157,50122389327.44164,,Conditional local Gaussian limit; exact response checks and physical-domain gates reported separately,0.01,6,0.95
