station,datetime,geopotential_height_m,geometric_altitude_m,temperature_k,pressure_pa,water_pressure_pa,surface,pressure_flag,height_flag,temperature_flag
CHM00054511,2026-07-01T00:00:00Z,5439,5443.657722866418,265.34999999999997,52110,180.83879087034936,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,5505,5509.771497345173,264.84999999999997,51670,179.34492928960987,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,5698,5703.112085715347,263.95,50400,149.15090906642823,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,5749,5754.204048579936,263.54999999999995,50070,162.25985158449313,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,5760,5765.22399128579,263.54999999999995,50000,165.00206399613126,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,5774,5779.249428120836,263.45,49910,166.3886562110028,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,5867,5872.4199710938565,262.84999999999997,49310,156.89743397486296,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,5918,5923.514653161279,262.84999999999997,48980,135.83309802080043,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6040,6045.744477088131,261.84999999999997,48210,118.36015502586379,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6106,6111.870765558226,261.65,47790,90.93557260504988,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6119,6124.895802585154,261.54999999999995,47710,90.12893543556362,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6474,6480.6001179158375,259.25,45540,75.28811316552307,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6605,6611.870065971556,258.75,44760,69.35759889510393,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6782,6789.243407857406,257.25,43720,59.28910916455136,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6930,6937.5631717102615,255.95,42870,68.09818451131838,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,6954,6961.615676810589,255.84999999999997,42730,83.15320500337994,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7029,7036.780927147061,255.45,42300,95.06681257104896,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7251,7259.280475122903,254.24999999999997,41060,78.77622374974224,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7402,7410.629148368246,252.84999999999997,40230,73.93219399508045,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7444,7452.727409950227,252.54999999999998,40000,73.93219399508045,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7525,7533.918487264856,251.84999999999997,39570,71.93944981009311,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7668,7677.260878316889,251.45,38800,57.12025321896583,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7787,7796.5507276051785,250.64999999999998,38180,52.00714884112773,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,7886,7895.795270346895,250.04999999999998,37660,52.00714884112773,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,8121,8131.388144399317,247.84999999999997,36460,46.861991370722386,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,8174,8184.524266798056,247.54999999999998,36200,43.41322773525901,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,8806,8818.215835638535,242.74999999999997,33140,26.299019046718286,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,8948,8960.613263959363,241.64999999999998,32480,20.807259258961963,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,8967,8979.666924236259,241.54999999999998,32400,20.382664634002758,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9161,9174.221352147779,239.84999999999997,31510,16.5480775537493,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9339,9352.740515802703,238.24999999999997,30720,16.203081911171676,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9386,9399.879269241797,237.74999999999997,30510,15.532570142582651,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9496,9510.2067402206,236.64999999999998,30030,11.008915977035,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9504,9518.230705460086,236.64999999999998,30000,10.653232955517527,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9594,9608.501708162312,236.24999999999997,29610,6.5794664117971715,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9726,9740.903809649853,235.74999999999997,29050,5.281114257860737,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9834,9849.236898079262,235.04999999999998,28590,4.120859470804445,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,9888,9903.404824860349,235.24999999999997,28370,4.322079018148627,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,10105,10121.088936371425,233.34999999999997,27490,3.4819962574395444,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,10126,10142.155930697189,233.14999999999998,27400,3.524439160072624,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,10511,10528.408868852575,229.74999999999997,25890,3.6107442119359083,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,10744,10762.1899047939,228.04999999999998,25000,3.83500828486284,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,10788,10806.339323584167,227.74999999999997,24830,3.83500828486284,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,10941,10959.863659335075,226.34999999999997,24270,3.7438211119083906,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,11355,11375.31957031625,222.45,22790,2.725262614573446,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,11510,11530.878606001083,220.95,22250,2.436524127632157,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,11748,11769.75179077506,218.84999999999997,21440,1.7977643130667034,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,11792,11813.915182631166,218.34999999999997,21290,1.580118778358221,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,11996,12018.680730113148,217.14999999999998,20620,0.9169166697880523,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12120,12143.152497397017,217.14999999999998,20220,0.7262779394870692,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12189,12212.417120006581,217.64999999999998,20000,0.7064237655835949,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12334,12357.97812065761,218.64999999999998,19550,0.6144196041243387,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12417,12441.302239520555,218.14999999999998,19300,0.4692418540990714,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12502,12526.636428118376,219.24999999999997,19040,0.47601674442291725,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12522,12546.715393039738,219.45,18980,0.47601674442291725,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12870,12896.109649338514,218.84999999999997,17980,0.14541712851079597,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,12951,12977.439674076246,218.54999999999998,17750,0.10240475973425892,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13046,13072.829386542911,219.24999999999997,17490,0.08151706598649876,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13203,13230.479700130669,217.95,17070,0.028759815897048402,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13248,13275.667534639297,218.14999999999998,16950,0.029274478696417628,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13543,13571.914772348378,216.74999999999997,16180,0.024491231995174483,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13591,13620.12031924076,217.34999999999997,16060,0.026783949974244135,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13746,13775.789046227192,218.34999999999997,15670,0.029797673459372898,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13931,13961.597163728837,217.34999999999997,15220,0.026783949974244135,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,13971,14001.773316968309,217.45,15130,0.026783949974244083,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,14024,14055.007500541564,217.54999999999998,15000,0.03254623240474436,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,14327,14359.363406096614,216.95,14300,0.025385534827858727,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,14481,14514.063692501992,216.54999999999998,13960,0.024055128822623572,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,14529,14562.283499339428,217.14999999999998,13850,0.025843962180738818,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,14710,14744.118919795095,216.54999999999998,13460,0.024055128822623572,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,15113,15149.016282978586,215.95,12630,0.022381787409909315,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,15410,15447.447526995804,214.74999999999997,12050,0.019003938942054724,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,15516,15553.965110348907,215.24999999999997,11840,0.020442055875726006,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,15914,15953.9402786881,215.34999999999997,11120,0.020442055875726044,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,15957,15997.15668174203,215.45,11040,0.02081704473248196,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16154,16195.155603907004,214.24999999999997,10700,0.017987643838478742,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16280,16321.800959737157,214.54999999999998,10490,0.018659394974579756,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16287,16328.83696042523,214.54999999999998,10480,0.018659394974579756,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16356,16398.192655679995,213.95,10360,0.01733841306050248,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16565,16608.279262755234,212.54999999999998,10020,0.014406353330003903,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16577,16620.342072136966,212.45,10000,0.01733841306050248,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16660,16703.777753873517,211.95,9870,0.013368249928303825,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,16772,16816.36912463955,212.34999999999997,9690,0.013878282373330575,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,17193,17239.627627602047,213.24999999999997,9060,0.015809337977313875,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,17287,17334.139578662536,213.14999999999998,8920,0.015518972363077907,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,17371,17418.599438274472,214.34999999999997,8800,0.018320660027265047,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,17647,17696.126165481353,212.95,8420,0.01523356872689263,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,17725,17774.562011824815,212.64999999999998,8320,0.014406353330003903,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,18001,18052.119737204328,213.24999999999997,7950,0.015809337977313875,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,18293,18345.79407974129,212.74999999999997,7590,0.014677335728552203,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,18430,18483.588970354365,214.74999999999997,7420,0.019354383485048258,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,18661,18715.942750396214,215.04999999999998,7160,0.019710821469207607,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,18800,18855.765524775616,216.45,7000,0.028759815897048402,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,18810,18865.82495366014,216.45,6990,0.02362624196773336,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,18909,18965.415012361434,216.14999999999998,6880,0.022789678934891568,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,19373,19432.22200643072,213.24999999999997,6390,0.015809337977313875,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,19386,19445.301635060547,213.24999999999997,6380,0.015809337977313875,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,19754,19815.577998589873,214.95,6010,0.019710821469207607,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,19810,19871.92817182256,215.34999999999997,5960,0.020442055875726044,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,20124,20187.910092443286,215.54999999999998,5670,0.021198411933631575,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,20130,20193.948268450327,215.64999999999998,5660,0.021586257151229964,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,20264,20328.8038454024,216.74999999999997,5540,0.024491231995174483,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,20488,20554.246800408695,217.04999999999998,5350,0.025843962180738818,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,20867,20935.72453127804,217.04999999999998,5040,0.025385534827858727,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,20917,20986.054816331638,217.24999999999997,5000,0.031419756381667545,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,21257,21328.32182260336,218.64999999999998,4740,0.031419756381667545,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,21306,21377.651566894907,219.04999999999998,4700,0.03312340789850176,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,21659,21733.049622366285,219.04999999999998,4450,0.03312340789850176,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,22049,22125.745086007788,219.24999999999997,4190,0.033710062222852735,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,22249,22327.146131899244,219.14999999999998,4060,0.03312340789850176,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,22342,22420.801950106277,219.45,4000,0.04083112168671177,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,22433,22512.44632670875,219.54999999999998,3940,0.034912380437428295,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,22838,22920.346096134974,220.34999999999997,3700,0.03876208355926388,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,23235,23320.239217270744,221.64999999999998,3480,0.04527963367951008,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,23458,23544.886310282083,222.45,3370,0.049325328077635226,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,23627,23715.145093452076,222.34999999999997,3280,0.0484903482038512,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,24020,24111.107459544408,222.64999999999998,3090,0.05103538111143494,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,24203,24295.5036527864,222.95,3000,0.06250338500378531,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,24438,24532.312209348598,223.24999999999997,2890,0.053703642787174884,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,24786,24883.02270000853,223.64999999999998,2740,0.05650058236282291,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,24866,24963.651250967323,223.45,2710,0.05555362640823631,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,25288,25389.000579011725,223.14999999999998,2540,0.053703642787174696,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,25707,25811.38219719639,222.84999999999997,2380,0.05191084487685832,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,25782,25886.99339818265,222.84999999999997,2360,0.05191084487685832,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,25961,26067.459371438545,224.24999999999997,2290,0.061463590550149626,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,26147,26254.993485155243,224.34999999999997,2230,0.061463590550149626,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,26393,26503.039400363927,224.34999999999997,2150,0.061463590550149626,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,26602,26713.792744074246,225.24999999999997,2080,0.06795095788666809,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,26853,26966.91682776683,225.54999999999998,2000,0.08286705506009169,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,27070,27185.769367122844,226.54999999999998,1940,0.07887789718137522,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,27147,27263.43032684906,226.64999999999998,1910,0.08018744054124076,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,27534,27653.78090801538,226.54999999999998,1800,0.07887789718137522,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,27774,27895.88276995768,226.54999999999998,1740,0.07887789718137522,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,27994,28117.825607242605,227.45,1680,0.08847640390433896,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,28282,28408.39228036288,229.04999999999998,1610,0.10407146883207706,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,28471,28599.091032576704,229.45,1570,0.10922319544612502,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,28688,28818.055499315906,229.14999999999998,1520,0.10576321478746097,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,28767,28897.774402619216,229.54999999999998,1500,0.12814641040092686,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,28956,29088.50238802998,230.14999999999998,1460,0.11833586157620388,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,29385,29521.46692446685,232.64999999999998,1370,0.15483581273523814,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,29472,29609.278081909895,232.64999999999998,1350,0.15483581273523814,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,30297,30442.090129897104,234.34999999999997,1200,0.18371785912540212,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,30445,30591.5145421802,235.64999999999998,1170,0.21096068086841888,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,30535,30682.38415732843,236.64999999999998,1160,0.23467330457467836,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,30934,31085.270592706223,237.84999999999997,1090,0.26476849252999035,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,31033,31185.242766016207,238.14999999999998,1080,0.27282845661900906,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,31461,31617.48170657383,237.74999999999997,1010,0.260821312182066,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,31542,31699.29051872313,237.64999999999998,1000,0.29838432557138933,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,31767,31926.548213209204,237.24999999999997,970,0.24930273758128813,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,32015,32177.05542716227,237.84999999999997,930,0.26476849252999035,False, ,B,B
CHM00054511,2026-07-01T00:00:00Z,32214,32378.081471067042,238.14999999999998,910,0.27282845661900906,False, ,B,B
